array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,4,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:05.757003
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:05.915544
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:06.073180
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,"Most of the students (students 1, 2, and 3) got all of the answers right. However, two students (4",False,2026-03-27T01:42:06.389455
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,"Most of the students (students 1, 2, and 3) got all of the answers right. However, some students (stud",False,2026-03-27T01:42:06.702673
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,9,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:42:06.863907
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:07.008208
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,"Most students (Students 1, 2, and 3) got all of the answers right. Two students (Student 4 and Student",False,2026-03-27T01:42:07.350672
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:07.518289
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:07.683094
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:07.853701
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,"""Most (4 out of 5) of the students got most (12 out of 12) of the answers right.""",False,2026-03-27T01:42:08.168733
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got most of the answers (12 out of 12) right.,False,2026-03-27T01:42:08.459296
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:08.647998
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,"Most of the students (Students 1, 2, and 3) got all of the answers right. Two students (Student 4",False,2026-03-27T01:42:08.955452
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:09.112356
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Most of the students (5 out of 5) got most of the answers (12 out of 12) right.,False,2026-03-27T01:42:09.400177
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,1,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right.""",True,2026-03-27T01:42:09.601941
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,"Most of the students got some of the answers right. (Here, ""most"" refers to 4 out of 5 students who got at least",True,2026-03-27T01:42:09.926296
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,3,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:10.094571
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,All of the students got most (10 out of 12) of the answers right.,False,2026-03-27T01:42:10.326345
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,5,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:42:10.473955
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:10.630971
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Most of the students (5 out of 5) got all of the questions (12 out of 12) right.,False,2026-03-27T01:42:10.927962
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got most of the answers (12 out of 12) right.,False,2026-03-27T01:42:11.226806
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Some of the students got all of the answers correct.,False,2026-03-27T01:42:11.384447
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:11.548229
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,1,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:11.749273
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:11.912183
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,3,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right""",True,2026-03-27T01:42:12.078425
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:12.234305
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,5,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:12.398367
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right""",True,2026-03-27T01:42:12.563722
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,"""Most of the students got most of the answers right""",True,2026-03-27T01:42:12.734798
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Most of the students (5 out of 5) got most of the answers (12 out of 12) right.,False,2026-03-27T01:42:13.043632
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got most of the answers (9 out of 12) right.,False,2026-03-27T01:42:13.328838
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,10,some,most,right,some of the students got most of the answers right,"""Some of the students got most of the answers right""",True,2026-03-27T01:42:13.499347
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,"Most of the students (4 out of 5) got some of the answers right (8 out of 12, if we consider the correct",False,2026-03-27T01:42:13.841421
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got some of the answers right (9 or 12).,False,2026-03-27T01:42:14.121316
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,3,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:14.283333
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:14.449678
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:14.605803
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:14.763473
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,7,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:14.929024
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,8,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:15.087142
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,9,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:15.245757
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,All students got most of the answers right.,False,2026-03-27T01:42:15.386546
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,1,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:15.589139
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,"Most of the students (5 out of 5) got some of the answers (10 out of 12) correct, while two students",False,2026-03-27T01:42:15.906431
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,3,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right""",True,2026-03-27T01:42:16.076150
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:16.233813
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right""",False,2026-03-27T01:42:16.383521
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:16.539737
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,7,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:16.723756
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,All of the students got most (9 out of 12) of the answers right.,False,2026-03-27T01:42:16.950108
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,9,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:17.114521
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:42:17.271376
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right""",False,2026-03-27T01:42:17.463672
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,2,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:17.626824
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:17.772927
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,"""Most students got some of the answers right""",False,2026-03-27T01:42:17.939943
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,5,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:18.117843
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right.""",True,2026-03-27T01:42:18.281169
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right""",True,2026-03-27T01:42:18.455622
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,8,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:18.622503
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,9,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:18.786842
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Most students got some of the answers right.,False,2026-03-27T01:42:18.927912
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:19.120638
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most of the students obtained some of the answers correctly.,False,2026-03-27T01:42:19.286821
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,3,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:19.458595
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got most of the answers (10 out of 12) right.,False,2026-03-27T01:42:19.751305
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:19.908296
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,6,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:20.074012
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right""",False,2026-03-27T01:42:20.250190
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Most of the students (Students 1 and 2) got most of the answers (12 out of 12) right.,False,2026-03-27T01:42:20.570592
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:20.717563
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,10,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:20.884042
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right""",False,2026-03-27T01:42:21.071304
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most students got some of the answers right.,False,2026-03-27T01:42:21.219061
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Most of the students (Students 1 and 2) got all of the answers right.,False,2026-03-27T01:42:21.454602
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:21.610761
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:21.766669
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right""",False,2026-03-27T01:42:21.912835
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,7,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:22.086621
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,"""Most of the students (4 out of 5) got some of the answers (at least one) right.""",False,2026-03-27T01:42:22.366421
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,"""All students got most of the answers right""",False,2026-03-27T01:42:22.516920
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:22.682105
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Most of the students (5 out of 5) got most of the answers (9 out of 12) correct.,False,2026-03-27T01:42:23.026674
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,2,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:23.203691
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Most of the students answered most of the questions correctly (9 out of 12).,False,2026-03-27T01:42:23.417432
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got most of the answers (9 out of 12) right.,False,2026-03-27T01:42:23.701913
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:42:23.870923
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,6,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:24.040625
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:24.206169
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,8,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right.""",True,2026-03-27T01:42:24.373579
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,9,all,most,right,all of the students got most of the answers right,"""All of the students got most of the answers right""",True,2026-03-27T01:42:24.543383
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Most of the students (all 5) got most of the answers (9 out of 12) right.,False,2026-03-27T01:42:24.814007
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:25.009297
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most students got some of the answers correct.,False,2026-03-27T01:42:25.162756
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,3,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right.""",True,2026-03-27T01:42:25.328897
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:25.472138
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:25.630148
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:25.789097
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:25.952210
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,8,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right""",True,2026-03-27T01:42:26.123096
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Most of the students (3 out of 5) got some of the answers (9 out of 12) right.,False,2026-03-27T01:42:26.406581
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:26.555777
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:26.753638
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers correct.,False,2026-03-27T01:42:26.909250
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some of the students got most of the answers correct. (4 out of 5 students answered correctly on at least 9 questions),False,2026-03-27T01:42:27.201201
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:27.359345
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:27.518419
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:27.676281
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,7,some,most,right,some of the students got most of the answers right,"""Some of the students got most of the answers right""",True,2026-03-27T01:42:27.858611
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,8,most,some,right,most of the students got some of the answers right,"""Most of the students got some of the answers right""",True,2026-03-27T01:42:28.043631
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:28.183642
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,10,some,most,right,some of the students got most of the answers right,"""Some of the students got most of the answers right""",True,2026-03-27T01:42:28.346331
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:28.541551
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:28.689573
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some of the students (Students 1 and 2) got most of the answers (9 out of 12) right.,False,2026-03-27T01:42:28.989408
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Most of the students answered some questions right.,False,2026-03-27T01:42:29.134999
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some of the students got most of the questions right.,False,2026-03-27T01:42:29.294272
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:29.448790
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:29.601581
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Some of the students got most of the answers correct.,False,2026-03-27T01:42:29.762788
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,9,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:29.920728
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,10,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:30.077173
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:30.271697
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got some of the answers (9 out of 12) right.,False,2026-03-27T01:42:30.564009
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,3,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:30.731049
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:30.875182
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,"""Some of the students got most of the answers right""",True,2026-03-27T01:42:31.040344
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:31.180349
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:31.351522
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:31.493748
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,9,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:31.650682
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:31.796364
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:31.974815
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:42:32.143933
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:32.287842
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,"Most students, specifically four out of five, managed to answer at least some questions correctly on this exam. Specifically, all students answered at least one",False,2026-03-27T01:42:32.595790
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,"""Most students got some of the answers right""",False,2026-03-27T01:42:32.749327
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers right.,False,2026-03-27T01:42:32.914353
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:33.082667
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,"""All students got most of the answers wrong.""",False,2026-03-27T01:42:33.231869
