itemID,list,condition,Q1,Q2,A,observation,sentence,prompt_template,temperature,run,chosen_speaker,confidence,logprobs_data,raw_response,timestamp
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:03.838134
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:04.136328
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:04.450329
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:04.761895
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:05.123312
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:05.426187
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:05.716295
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:06.034420
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:06.355153
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:06.662188
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:06.979703
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:07.324088
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:07.641313
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:07.981827
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:08.340559
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:08.661397
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:08.981792
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:09.308186
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:09.627820
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:09.926298
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:10.251605
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:10.581262
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:10.891625
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:11.208702
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:11.550477
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:11.852328
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:12.232227
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:12.529296
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:12.831114
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:13.141438
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:13.439207
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:13.732902
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:14.054734
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:14.374798
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,1,high,,,Teacher,2026-03-27T00:09:14.747170
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,2,high,,,Teacher,2026-03-27T00:09:15.065631
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,3,high,,,Teacher,2026-03-27T00:09:15.349827
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,4,high,,,Teacher,2026-03-27T00:09:15.686264
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,5,high,,,Teacher,2026-03-27T00:09:16.008690
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,6,high,,,Teacher,2026-03-27T00:09:16.336235
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,7,high,,,Teacher,2026-03-27T00:09:16.669295
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,8,high,,,Teacher,2026-03-27T00:09:16.984385
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,9,high,,,Teacher,2026-03-27T00:09:17.342125
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,direct_label,0.7,10,high,,,Teacher,2026-03-27T00:09:17.655056
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:18.056453
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:18.376767
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:18.687868
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:18.987608
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:19.298822
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:19.602286
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:19.909853
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:20.212075
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:20.514795
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:20.840546
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,1,high,,,Teacher,2026-03-27T00:09:21.232201
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,2,high,,,Teacher,2026-03-27T00:09:21.582769
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,3,high,,,Teacher,2026-03-27T00:09:21.881806
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,4,high,,,Teacher,2026-03-27T00:09:22.268057
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,5,high,,,Teacher,2026-03-27T00:09:22.573528
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,6,high,,,Teacher,2026-03-27T00:09:22.896769
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,7,high,,,Teacher,2026-03-27T00:09:23.222874
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,8,high,,,Teacher,2026-03-27T00:09:23.537379
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,9,high,,,Teacher,2026-03-27T00:09:23.867877
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,direct_label,0.7,10,high,,,Teacher,2026-03-27T00:09:24.193434
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,1,info,,,Examiner,2026-03-27T00:09:24.597720
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,2,info,,,Examiner,2026-03-27T00:09:24.938837
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,3,info,,,Examiner,2026-03-27T00:09:25.283665
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,4,info,,,Examiner,2026-03-27T00:09:25.607826
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,5,info,,,Examiner,2026-03-27T00:09:25.974602
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,6,info,,,Examiner,2026-03-27T00:09:26.318139
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,7,info,,,Examiner,2026-03-27T00:09:26.661804
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,8,info,,,Examiner,2026-03-27T00:09:27.001725
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,9,info,,,Examiner,2026-03-27T00:09:27.370260
11,1,high,some,some,wrong,"[0, 0, 0, 0, 0]",some of the students got some of the answers wrong,direct_label,0.7,10,info,,,Examiner,2026-03-27T00:09:27.692028
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,1,info,,,Examiner,2026-03-27T00:09:28.047571
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,2,info,,,Examiner,2026-03-27T00:09:28.381295
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,3,info,,,Examiner,2026-03-27T00:09:28.744412
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,4,info,,,Examiner,2026-03-27T00:09:29.056115
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,5,info,,,Examiner,2026-03-27T00:09:29.451575
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,6,info,,,Examiner,2026-03-27T00:09:29.762329
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,7,info,,,Examiner,2026-03-27T00:09:30.091029
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,8,info,,,Examiner,2026-03-27T00:09:30.411626
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,9,info,,,Examiner,2026-03-27T00:09:30.730203
12,2,high,most,some,wrong,"[0, 0, 0, 0, 0]",most of the students got some of the answers wrong,direct_label,0.7,10,info,,,Examiner,2026-03-27T00:09:31.075759
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,1,info,,,Examiner,2026-03-27T00:09:31.455551
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,2,info,,,Examiner,2026-03-27T00:09:31.769780
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,3,info,,,Examiner,2026-03-27T00:09:32.131757
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,4,info,,,Examiner,2026-03-27T00:09:32.504319
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,5,info,,,Examiner,2026-03-27T00:09:32.814856
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,6,info,,,Examiner,2026-03-27T00:09:33.137582
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,7,info,,,Examiner,2026-03-27T00:09:33.460866
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,8,info,,,Examiner,2026-03-27T00:09:33.804008
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,9,info,,,Examiner,2026-03-27T00:09:34.101948
13,1,high,some,some,right,"[3, 3, 0, 0, 0]",some of the students got some of the answers right,direct_label,0.7,10,info,,,Examiner,2026-03-27T00:09:34.438702
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:34.803648
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:35.132997
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:35.433557
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:35.744275
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:36.060705
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:36.365841
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:36.663621
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:36.954120
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:37.336805
14,2,high,some,most,wrong,"[0, 0, 0, 0, 0]",some of the students got most of the answers wrong,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:37.653882
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,1,high,,,Teacher,2026-03-27T00:09:38.017125
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,2,high,,,Teacher,2026-03-27T00:09:38.318399
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,3,high,,,Teacher,2026-03-27T00:09:38.626565
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,4,high,,,Teacher,2026-03-27T00:09:38.948660
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,5,high,,,Teacher,2026-03-27T00:09:39.289751
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,6,high,,,Teacher,2026-03-27T00:09:39.610112
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,7,high,,,Teacher,2026-03-27T00:09:39.943375
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,8,high,,,Teacher,2026-03-27T00:09:40.254002
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,9,high,,,Teacher,2026-03-27T00:09:40.571530
15,1,high,some,most,right,"[9, 9, 0, 0, 0]",some of the students got most of the answers right,direct_label,0.7,10,high,,,Teacher,2026-03-27T00:09:40.886215
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:41.250989
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:41.541123
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:41.864439
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:42.251373
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:42.563050
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:42.872196
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:43.173346
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,8,low,,,Student,2026-03-27T00:09:43.482780
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,9,low,,,Student,2026-03-27T00:09:43.786866
16,2,high,none,all,wrong,"[3, 3, 3, 3, 3]",none of the students got all of the answers wrong,direct_label,0.7,10,low,,,Student,2026-03-27T00:09:44.102192
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,1,high,,,Teacher,2026-03-27T00:09:44.471560
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,2,high,,,Teacher,2026-03-27T00:09:44.807880
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,3,high,,,Teacher,2026-03-27T00:09:45.124833
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,4,high,,,Teacher,2026-03-27T00:09:45.444552
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,5,high,,,Teacher,2026-03-27T00:09:45.763297
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,6,high,,,Teacher,2026-03-27T00:09:46.066248
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,7,high,,,Teacher,2026-03-27T00:09:46.386263
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,8,high,,,Teacher,2026-03-27T00:09:46.701522
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,9,high,,,Teacher,2026-03-27T00:09:47.019154
17,1,high,most,some,right,"[3, 3, 3, 0, 0]",most of the students got some of the answers right,direct_label,0.7,10,high,,,Teacher,2026-03-27T00:09:47.372588
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,1,low,,,Student,2026-03-27T00:09:47.769601
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,2,low,,,Student,2026-03-27T00:09:48.067656
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,3,low,,,Student,2026-03-27T00:09:48.363832
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,4,low,,,Student,2026-03-27T00:09:48.659959
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,5,low,,,Student,2026-03-27T00:09:49.014492
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,6,low,,,Student,2026-03-27T00:09:49.310328
18,2,high,some,none,wrong,"[12, 12, 0, 0, 0]",some of the students got none of the answers wrong,direct_label,0.7,7,low,,,Student,2026-03-27T00:09:49.639742
