array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:38:44.007794
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:38:44.287662
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:38:44.555088
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:44.826900
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,All of the students who scored less than 12/12 correct actually got some of the answers wrong.,False,2026-03-27T01:38:45.188872
1,"[12, 12, 12, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,All of the students got all of the answers correct.,False,2026-03-27T01:38:45.465401
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,1,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:38:45.765610
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,All of the students got all of their answers right.,False,2026-03-27T01:38:46.041716
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,3,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:38:46.312152
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,4,most,none,wrong,most of the students got none of the answers wrong,Most of the students got none of the answers wrong.,True,2026-03-27T01:38:46.588235
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,5,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right.,True,2026-03-27T01:38:46.858193
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,6,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right.,True,2026-03-27T01:38:47.134338
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,All the students got most of the answers right.,False,2026-03-27T01:38:47.408973
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,8,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:38:47.715451
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,9,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right.,True,2026-03-27T01:38:48.007791
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:38:48.292513
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,All of the students got all of the questions wrong.,False,2026-03-27T01:38:48.616586
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most of the students got most of the answers correct.,False,2026-03-27T01:38:48.907023
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:38:49.192938
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,4,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:38:49.457256
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,5,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong.,True,2026-03-27T01:38:49.742083
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,6,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:38:50.009968
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,7,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:38:50.288721
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,8,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:38:50.571856
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,All of the students got some of the questions right.,False,2026-03-27T01:38:50.847799
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,10,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:38:51.112099
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:51.418714
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,2,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:38:51.709167
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,All of the students got most of the answers correct.,False,2026-03-27T01:38:51.981929
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some of the students got all of their answers correct.,False,2026-03-27T01:38:52.241430
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:38:52.505837
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,All the students got most of the answers right.,False,2026-03-27T01:38:52.799358
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:53.117553
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,8,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:38:53.383334
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:53.656743
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:38:53.925651
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,1,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:38:54.241224
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,2,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:38:54.523011
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:38:54.800085
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:55.078069
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,5,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right.,True,2026-03-27T01:38:55.350886
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:55.627868
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some of the students got all of their answers right.,False,2026-03-27T01:38:55.908622
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,8,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:38:56.182271
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Most of the students got all of the questions right.,False,2026-03-27T01:38:56.458894
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:56.728802
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,1,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:38:57.024502
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,2,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:38:57.308308
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,3,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:38:57.598770
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,4,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:38:57.898531
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:38:58.164414
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:38:58.446313
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,7,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:38:58.722188
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,8,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:38:58.992612
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,9,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:38:59.253953
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:38:59.537066
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,1,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:38:59.859199
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:00.132976
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,3,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:00.419580
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:00.685201
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:00.970255
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Most students got all of the answers right.,False,2026-03-27T01:39:01.219394
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,7,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:01.502786
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,8,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong.,True,2026-03-27T01:39:01.777173
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:02.043120
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,10,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:02.301662
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:02.619921
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:02.919934
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:03.214697
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:03.491757
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,All of the students got all of their answers right.,False,2026-03-27T01:39:03.781322
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,All of the students got all of the answers correct.,False,2026-03-27T01:39:04.048819
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,7,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:39:04.316904
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:04.585430
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,9,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:04.862154
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,10,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:05.124602
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong.,True,2026-03-27T01:39:05.433718
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,All of the students got all of their answers correct.,False,2026-03-27T01:39:05.708286
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,3,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:39:05.982439
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,4,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right.,True,2026-03-27T01:39:06.245996
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,5,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:39:06.519357
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:06.795852
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,7,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:39:07.082029
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,8,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:07.373938
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,9,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:07.653411
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,10,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:07.945597
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Most of the students got all of the answers correct.,False,2026-03-27T01:39:08.264032
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,2,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right.,True,2026-03-27T01:39:08.554005
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,3,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right.,True,2026-03-27T01:39:08.829248
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,4,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:09.111100
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:09.389237
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,6,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:09.670611
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some of the students got all of their answers right.,False,2026-03-27T01:39:09.984385
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,8,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:10.266098
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,9,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:10.531841
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,10,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:10.793804
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:11.090316
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,2,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:11.369653
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:11.635939
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:11.922094
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:12.180255
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,6,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:39:12.466875
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,7,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:12.781234
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,8,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right.,True,2026-03-27T01:39:13.064998
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:39:13.320347
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,All of the students got most of their answers right.,False,2026-03-27T01:39:13.594990
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Most of the students scored most of the questions right.,False,2026-03-27T01:39:13.895528
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:14.158584
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:14.422775
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,All of the students except one got all of the answers right.,False,2026-03-27T01:39:14.716319
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:14.986876
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:15.243582
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,7,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:39:15.516229
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,8,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:15.790180
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,9,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:39:16.059961
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,10,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:16.314503
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,1,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:16.619507
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:39:16.885924
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,3,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:39:17.154490
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,4,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:17.421276
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:17.728870
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,6,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right.,True,2026-03-27T01:39:17.998496
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,7,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:18.273641
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,8,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:18.549279
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,9,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:18.805135
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:19.080968
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:19.376182
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Some of the students got most of their answers wrong.,False,2026-03-27T01:39:19.646739
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,3,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:19.919402
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:20.185289
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:20.453111
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,All of the students who answered more than one question correctly got some of the answers right.,False,2026-03-27T01:39:20.780350
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:21.057562
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,8,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:21.325036
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,9,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:21.590411
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:21.844083
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Most of the students got all of their answers right.,False,2026-03-27T01:39:22.143678
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,2,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:22.411040
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:22.708145
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,4,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong.,True,2026-03-27T01:39:23.002337
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:23.270223
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:23.540231
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,7,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right.,True,2026-03-27T01:39:23.811027
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:24.076618
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,9,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:24.330682
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,10,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:24.601568
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,1,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:24.905612
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:25.182249
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,3,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:25.455598
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Most students got none of the answers right.,False,2026-03-27T01:39:25.718879
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,5,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right.,True,2026-03-27T01:39:25.992537
