array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:28.824580
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:29.268710
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:29.710824
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,7,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:30.145377
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:30.602591
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:31.029664
2,"[12, 12, 12, 9, 9]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:31.482854
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,1,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:31.980429
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,2,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:32.433108
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,3,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:32.914675
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,4,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:33.417422
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,5,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:33.877790
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,6,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:34.304093
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,7,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:34.753266
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,8,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:35.180070
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,9,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:35.621110
3,"[12, 12, 12, 0, 0]",5,12,high,full_sentence,10,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:36.058857
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:36.570021
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:37.014416
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,3,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:44:37.465625
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:37.936842
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:38.436329
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:38.879545
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:39.330283
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:39.781108
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:40.217008
4,"[12, 12, 9, 9, 9]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:40.655724
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:41.147777
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:41.600413
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:42.046103
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:42.484386
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:42.920297
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:44:43.426815
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:43.862644
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:44.299748
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:44.725610
5,"[12, 12, 9, 3, 3]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:45.161915
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,1,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:44:45.662016
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,2,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:44:46.120487
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:46.554046
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:46.978196
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:47.444283
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:47.883178
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:48.423217
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:48.859433
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:49.307661
6,"[12, 12, 9, 0, 0]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:49.741610
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:50.246606
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:50.715582
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:51.173805
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:51.612561
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:44:52.040904
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:44:52.489082
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:52.946092
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:53.453740
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:53.896872
7,"[12, 12, 3, 3, 3]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:54.338489
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:54.829135
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:55.296926
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:55.736464
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:56.188957
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:56.645673
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:57.088463
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,7,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:44:57.547876
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,8,most,all,right,most of the students got all of the answers right,Most of the students got all of the answers right,True,2026-03-27T01:44:57.998113
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:58.483795
8,"[12, 12, 3, 0, 0]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:44:58.914342
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,1,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:44:59.450133
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,2,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:44:59.891250
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,3,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:00.343517
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,4,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:00.802977
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,5,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:01.249540
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,6,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:01.704733
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,7,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:02.173087
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,8,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:02.629546
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,9,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:03.071253
9,"[12, 12, 0, 0, 0]",5,12,high,full_sentence,10,some,all,right,some of the students got all of the answers right,Some of the students got all of the answers right,True,2026-03-27T01:45:03.538520
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,1,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:04.033985
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,2,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:04.501851
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,3,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:04.944145
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,4,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:05.387464
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,5,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:05.819573
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,6,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:06.276377
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,7,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:06.739142
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,8,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:07.180820
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,9,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:07.642546
10,"[9, 9, 9, 9, 9]",5,12,high,full_sentence,10,all,most,right,all of the students got most of the answers right,All of the students got most of the answers right,True,2026-03-27T01:45:08.083213
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:08.611887
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:09.058701
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:09.534033
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:10.021533
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:10.469498
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:10.924427
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:11.379396
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:11.822426
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:12.270836
11,"[9, 9, 9, 3, 3]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:12.717699
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:13.239163
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:13.698858
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:14.156804
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:14.586930
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:15.046353
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:15.481701
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:15.972613
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:16.409946
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:16.845598
12,"[9, 9, 9, 0, 0]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:17.285624
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:17.791416
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:18.279564
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:18.741405
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:19.167626
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:19.610627
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:20.055630
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:20.507408
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:20.965498
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:21.412311
13,"[9, 9, 3, 3, 3]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:21.871334
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:22.353496
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,2,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:22.808281
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,3,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:23.304488
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:23.754859
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,5,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:24.203369
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:24.647992
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:25.123443
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:25.573199
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:26.007397
14,"[9, 9, 3, 0, 0]",5,12,high,full_sentence,10,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:26.432575
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,1,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:45:26.949768
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:27.400333
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,3,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:45:27.836857
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,4,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:45:28.362527
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:28.793008
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:29.226084
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,7,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:29.677304
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,8,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right,True,2026-03-27T01:45:30.113735
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right,True,2026-03-27T01:45:30.576550
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,10,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:31.039588
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,1,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:31.540461
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,2,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:32.013692
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,3,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:32.491983
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,4,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:32.932609
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,5,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:33.477573
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:33.919324
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,7,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:34.377568
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,8,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:34.821870
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,9,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:35.282281
